userId	geneSymbol	geneName	entrezgene	score	gLink
CCDC22	CCDC22	coiled-coil domain containing 22	28952	1.4885879	https://www.ncbi.nlm.nih.gov/gene/?term=28952
CCDC3	CCDC3	coiled-coil domain containing 3	83643	0.23663577	https://www.ncbi.nlm.nih.gov/gene/?term=83643
CCDC30	CCDC30	coiled-coil domain containing 30	728621	-2.1873713	https://www.ncbi.nlm.nih.gov/gene/?term=728621
CCDC51	CCDC51	coiled-coil domain containing 51	79714	0.13011423	https://www.ncbi.nlm.nih.gov/gene/?term=79714
CCDC60	CCDC60	coiled-coil domain containing 60	160777	-0.9400398	https://www.ncbi.nlm.nih.gov/gene/?term=160777
CCDC65	CCDC65	coiled-coil domain containing 65	85478	-3.2369397	https://www.ncbi.nlm.nih.gov/gene/?term=85478
CCDC69	CCDC69	coiled-coil domain containing 69	26112	-1.3938016	https://www.ncbi.nlm.nih.gov/gene/?term=26112
CCDC77	CCDC77	coiled-coil domain containing 77	84318	0.29078892	https://www.ncbi.nlm.nih.gov/gene/?term=84318
CCDC78	CCDC78	coiled-coil domain containing 78	124093	-4.2434545	https://www.ncbi.nlm.nih.gov/gene/?term=124093
CCDC80	CCDC80	coiled-coil domain containing 80	151887	7.6810665	https://www.ncbi.nlm.nih.gov/gene/?term=151887
CCDC81	CCDC81	coiled-coil domain containing 81	60494	-2.874737	https://www.ncbi.nlm.nih.gov/gene/?term=60494
CCDC84	CCDC84	coiled-coil domain containing 84	338657	4.6502023	https://www.ncbi.nlm.nih.gov/gene/?term=338657
CCDC85A	CCDC85A	coiled-coil domain containing 85A	114800	0	https://www.ncbi.nlm.nih.gov/gene/?term=114800
CCDC89	CCDC89	coiled-coil domain containing 89	220388	-2.2551177	https://www.ncbi.nlm.nih.gov/gene/?term=220388
CCDC93	CCDC93	coiled-coil domain containing 93	54520	5.4268045	https://www.ncbi.nlm.nih.gov/gene/?term=54520
CCDC96	CCDC96	coiled-coil domain containing 96	257236	0.14468545	https://www.ncbi.nlm.nih.gov/gene/?term=257236
CCKBR	CCKBR	cholecystokinin B receptor	887	-0.20673542	https://www.ncbi.nlm.nih.gov/gene/?term=887
CCL2	CCL2	C-C motif chemokine ligand 2	6347	8.967466	https://www.ncbi.nlm.nih.gov/gene/?term=6347
CCL20	CCL20	C-C motif chemokine ligand 20	6364	6.4864216	https://www.ncbi.nlm.nih.gov/gene/?term=6364
CCL21	CCL21	C-C motif chemokine ligand 21	6366	0.31567734	https://www.ncbi.nlm.nih.gov/gene/?term=6366
CCL3	CCL3	C-C motif chemokine ligand 3	6348	-0.5832892	https://www.ncbi.nlm.nih.gov/gene/?term=6348
CCL4	CCL4	C-C motif chemokine ligand 4	6351	-0.40371594	https://www.ncbi.nlm.nih.gov/gene/?term=6351
CCL5	CCL5	C-C motif chemokine ligand 5	6352	-0.19463347	https://www.ncbi.nlm.nih.gov/gene/?term=6352
CCL7	CCL7	C-C motif chemokine ligand 7	6354	2.1965883	https://www.ncbi.nlm.nih.gov/gene/?term=6354
CCL8	CCL8	C-C motif chemokine ligand 8	6355	1.4017962	https://www.ncbi.nlm.nih.gov/gene/?term=6355
CCM2	CCM2	CCM2 scaffold protein	83605	3.3079133	https://www.ncbi.nlm.nih.gov/gene/?term=83605
CCNA1	CCNA1	cyclin A1	8900	11.314143	https://www.ncbi.nlm.nih.gov/gene/?term=8900
CCNB1	CCNB1	cyclin B1	891	0.7509317	https://www.ncbi.nlm.nih.gov/gene/?term=891
CCNB1IP1	CCNB1IP1	cyclin B1 interacting protein 1	57820	-0.08979886	https://www.ncbi.nlm.nih.gov/gene/?term=57820
CCNB2	CCNB2	cyclin B2	9133	1.9555273	https://www.ncbi.nlm.nih.gov/gene/?term=9133
CCNB3	CCNB3	cyclin B3	85417	-0.110751115	https://www.ncbi.nlm.nih.gov/gene/?term=85417
CCND1	CCND1	cyclin D1	595	7.1634946	https://www.ncbi.nlm.nih.gov/gene/?term=595
CCND2	CCND2	cyclin D2	894	-2.915419	https://www.ncbi.nlm.nih.gov/gene/?term=894
CCND3	CCND3	cyclin D3	896	6.5316997	https://www.ncbi.nlm.nih.gov/gene/?term=896
CCNE1	CCNE1	cyclin E1	898	3.2177722	https://www.ncbi.nlm.nih.gov/gene/?term=898
CCNG2	CCNG2	cyclin G2	901	1.7084032	https://www.ncbi.nlm.nih.gov/gene/?term=901
CCNL1	CCNL1	cyclin L1	57018	6.7488747	https://www.ncbi.nlm.nih.gov/gene/?term=57018
CCNT1	CCNT1	cyclin T1	904	1.5331084	https://www.ncbi.nlm.nih.gov/gene/?term=904
CCNT2	CCNT2	cyclin T2	905	1.3922857	https://www.ncbi.nlm.nih.gov/gene/?term=905
CCNY	CCNY	cyclin Y	219771	4.2229667	https://www.ncbi.nlm.nih.gov/gene/?term=219771
CCR6	CCR6	C-C motif chemokine receptor 6	1235	-0.19944979	https://www.ncbi.nlm.nih.gov/gene/?term=1235
CCR7	CCR7	C-C motif chemokine receptor 7	1236	0.1619949	https://www.ncbi.nlm.nih.gov/gene/?term=1236
CCRL2	CCRL2	C-C motif chemokine receptor like 2	9034	0.103123225	https://www.ncbi.nlm.nih.gov/gene/?term=9034
CCSAP	CCSAP	centriole, cilia and spindle associated protein	126731	0.45588875	https://www.ncbi.nlm.nih.gov/gene/?term=126731
CCSER1	CCSER1	coiled-coil serine rich protein 1	401145	2.4734416	https://www.ncbi.nlm.nih.gov/gene/?term=401145
CCSER2	CCSER2	coiled-coil serine rich protein 2	54462	5.4964337	https://www.ncbi.nlm.nih.gov/gene/?term=54462
CCT6B	CCT6B	chaperonin containing TCP1 subunit 6B	10693	1.6075292	https://www.ncbi.nlm.nih.gov/gene/?term=10693
CD109	CD109	CD109 molecule	135228	-0.752912	https://www.ncbi.nlm.nih.gov/gene/?term=135228
CD14	CD14	CD14 molecule	929	1.4926708	https://www.ncbi.nlm.nih.gov/gene/?term=929
CD163	CD163	CD163 molecule	9332	-0.54070014	https://www.ncbi.nlm.nih.gov/gene/?term=9332
CD1D	CD1D	CD1d molecule	912	-0.12581131	https://www.ncbi.nlm.nih.gov/gene/?term=912
CD2	CD2	CD2 molecule	914	-0.2805695	https://www.ncbi.nlm.nih.gov/gene/?term=914
CD200	CD200	CD200 molecule	4345	-4.765183	https://www.ncbi.nlm.nih.gov/gene/?term=4345
CD247	CD247	CD247 molecule	919	-0.17720178	https://www.ncbi.nlm.nih.gov/gene/?term=919
CD248	CD248	CD248 molecule	57124	-0.13336585	https://www.ncbi.nlm.nih.gov/gene/?term=57124
CD27	CD27	CD27 molecule	939	-0.33988124	https://www.ncbi.nlm.nih.gov/gene/?term=939
CD274	CD274	CD274 molecule	29126	3.029153	https://www.ncbi.nlm.nih.gov/gene/?term=29126
CD28	CD28	CD28 molecule	940	-0.13290134	https://www.ncbi.nlm.nih.gov/gene/?term=940
CD300A	CD300A	CD300a molecule	11314	-0.22450937	https://www.ncbi.nlm.nih.gov/gene/?term=11314
CD300C	CD300C	CD300c molecule	10871	-0.20673542	https://www.ncbi.nlm.nih.gov/gene/?term=10871
CD33	CD33	CD33 molecule	945	-0.32486993	https://www.ncbi.nlm.nih.gov/gene/?term=945
CD34	CD34	CD34 molecule	947	-0.08997	https://www.ncbi.nlm.nih.gov/gene/?term=947
CD36	CD36	CD36 molecule	948	-1.9464813	https://www.ncbi.nlm.nih.gov/gene/?term=948
CD37	CD37	CD37 molecule	951	-0.8298999	https://www.ncbi.nlm.nih.gov/gene/?term=951
CD38	CD38	CD38 molecule	952	1.0298142	https://www.ncbi.nlm.nih.gov/gene/?term=952
CD3D	CD3D	CD3d molecule	915	-0.31010312	https://www.ncbi.nlm.nih.gov/gene/?term=915
CD3E	CD3E	CD3e molecule	916	-0.0974512	https://www.ncbi.nlm.nih.gov/gene/?term=916
CD3G	CD3G	CD3g molecule	917	-0.354917	https://www.ncbi.nlm.nih.gov/gene/?term=917
CD4	CD4	CD4 molecule	920	-1.2427596	https://www.ncbi.nlm.nih.gov/gene/?term=920
CD40LG	CD40LG	CD40 ligand	959	0.1883258	https://www.ncbi.nlm.nih.gov/gene/?term=959
CD44	CD44	CD44 molecule (Indian blood group)	960	13.105158	https://www.ncbi.nlm.nih.gov/gene/?term=960
CD48	CD48	CD48 molecule	962	-0.22226013	https://www.ncbi.nlm.nih.gov/gene/?term=962
CD52	CD52	CD52 molecule	1043	-0.45038787	https://www.ncbi.nlm.nih.gov/gene/?term=1043
CD53	CD53	CD53 molecule	963	-0.8216608	https://www.ncbi.nlm.nih.gov/gene/?term=963
CD58	CD58	CD58 molecule	965	4.191869	https://www.ncbi.nlm.nih.gov/gene/?term=965
CD6	CD6	CD6 molecule	923	-0.14048034	https://www.ncbi.nlm.nih.gov/gene/?term=923
CD68	CD68	CD68 molecule	968	1.705885	https://www.ncbi.nlm.nih.gov/gene/?term=968
CD69	CD69	CD69 molecule	969	-0.06087644	https://www.ncbi.nlm.nih.gov/gene/?term=969
CD72	CD72	CD72 molecule	971	0.22213788	https://www.ncbi.nlm.nih.gov/gene/?term=971
CD83	CD83	CD83 molecule	9308	7.187185	https://www.ncbi.nlm.nih.gov/gene/?term=9308
CD84	CD84	CD84 molecule	8832	-0.46828407	https://www.ncbi.nlm.nih.gov/gene/?term=8832
CD86	CD86	CD86 molecule	942	-0.46535027	https://www.ncbi.nlm.nih.gov/gene/?term=942
CD8A	CD8A	CD8a molecule	925	-0.20729773	https://www.ncbi.nlm.nih.gov/gene/?term=925
CD93	CD93	CD93 molecule	22918	-0.15686074	https://www.ncbi.nlm.nih.gov/gene/?term=22918
CD96	CD96	CD96 molecule	10225	-0.5801598	https://www.ncbi.nlm.nih.gov/gene/?term=10225
CD99L2	CD99L2	CD99 molecule like 2	83692	-0.07979948	https://www.ncbi.nlm.nih.gov/gene/?term=83692
CDA	CDA	cytidine deaminase	978	2.034031	https://www.ncbi.nlm.nih.gov/gene/?term=978
CDAN1	CDAN1	codanin 1	146059	0.28983542	https://www.ncbi.nlm.nih.gov/gene/?term=146059
CDC14B	CDC14B	cell division cycle 14B	8555	0.8588712	https://www.ncbi.nlm.nih.gov/gene/?term=8555
CDC16	CDC16	cell division cycle 16	8881	0.20140567	https://www.ncbi.nlm.nih.gov/gene/?term=8881
CDC20	CDC20	cell division cycle 20	991	-0.36946377	https://www.ncbi.nlm.nih.gov/gene/?term=991
CDC23	CDC23	cell division cycle 23	8697	0.8929767	https://www.ncbi.nlm.nih.gov/gene/?term=8697
CDC25B	CDC25B	cell division cycle 25B	994	3.456266	https://www.ncbi.nlm.nih.gov/gene/?term=994
CDC42BPA	CDC42BPA	CDC42 binding protein kinase alpha	8476	4.8454714	https://www.ncbi.nlm.nih.gov/gene/?term=8476
CDC42BPB	CDC42BPB	CDC42 binding protein kinase beta	9578	1.977482	https://www.ncbi.nlm.nih.gov/gene/?term=9578
CDC42EP3	CDC42EP3	CDC42 effector protein 3	10602	8.595607	https://www.ncbi.nlm.nih.gov/gene/?term=10602
CDC42SE1	CDC42SE1	CDC42 small effector 1	56882	5.8072457	https://www.ncbi.nlm.nih.gov/gene/?term=56882
CDC45	CDC45	cell division cycle 45	8318	-0.21495007	https://www.ncbi.nlm.nih.gov/gene/?term=8318
CDC7	CDC7	cell division cycle 7	8317	-0.335725	https://www.ncbi.nlm.nih.gov/gene/?term=8317
CDCA3	CDCA3	cell division cycle associated 3	83461	-0.24365245	https://www.ncbi.nlm.nih.gov/gene/?term=83461
CDCA4	CDCA4	cell division cycle associated 4	55038	-0.7814188	https://www.ncbi.nlm.nih.gov/gene/?term=55038
CDCA5	CDCA5	cell division cycle associated 5	113130	0.04875005	https://www.ncbi.nlm.nih.gov/gene/?term=113130
CDCA7	CDCA7	cell division cycle associated 7	83879	-0.84388435	https://www.ncbi.nlm.nih.gov/gene/?term=83879
CDCA8	CDCA8	cell division cycle associated 8	55143	-0.2953363	https://www.ncbi.nlm.nih.gov/gene/?term=55143
CDH11	CDH11	cadherin 11	1009	3.6599455	https://www.ncbi.nlm.nih.gov/gene/?term=1009
CDH12	CDH12	cadherin 12	1010	1.4454365	https://www.ncbi.nlm.nih.gov/gene/?term=1010
CDH13	CDH13	cadherin 13	1012	-0.4148644	https://www.ncbi.nlm.nih.gov/gene/?term=1012
CDH16	CDH16	cadherin 16	1014	2.1831172	https://www.ncbi.nlm.nih.gov/gene/?term=1014
CDH23	CDH23	cadherin related 23	64072	0.9550022	https://www.ncbi.nlm.nih.gov/gene/?term=64072
CDH3	CDH3	cadherin 3	1001	14.514948	https://www.ncbi.nlm.nih.gov/gene/?term=1001
CDH4	CDH4	cadherin 4	1002	-0.38921803	https://www.ncbi.nlm.nih.gov/gene/?term=1002
CDH5	CDH5	cadherin 5	1003	-0.06014299	https://www.ncbi.nlm.nih.gov/gene/?term=1003
CDH6	CDH6	cadherin 6	1004	-0.15979454	https://www.ncbi.nlm.nih.gov/gene/?term=1004
CDHR1	CDHR1	cadherin related family member 1	92211	-0.074103005	https://www.ncbi.nlm.nih.gov/gene/?term=92211
CDHR2	CDHR2	cadherin related family member 2	54825	-0.23626904	https://www.ncbi.nlm.nih.gov/gene/?term=54825
CDHR3	CDHR3	cadherin related family member 3	222256	-5.0503488	https://www.ncbi.nlm.nih.gov/gene/?term=222256
CDHR4	CDHR4	cadherin related family member 4	389118	-3.7784956	https://www.ncbi.nlm.nih.gov/gene/?term=389118
CDK1	CDK1	cyclin dependent kinase 1	983	-0.045498416	https://www.ncbi.nlm.nih.gov/gene/?term=983
CDK11B	CDK11B	cyclin dependent kinase 11B	984	0.7016682	https://www.ncbi.nlm.nih.gov/gene/?term=984
CDK12	CDK12	cyclin dependent kinase 12	51755	4.124	https://www.ncbi.nlm.nih.gov/gene/?term=51755
CDK19	CDK19	cyclin dependent kinase 19	23097	1.3432178	https://www.ncbi.nlm.nih.gov/gene/?term=23097
CDK20	CDK20	cyclin dependent kinase 20	23552	1.4392755	https://www.ncbi.nlm.nih.gov/gene/?term=23552
CDK5R1	CDK5R1	cyclin dependent kinase 5 regulatory subunit 1	8851	0.7311774	https://www.ncbi.nlm.nih.gov/gene/?term=8851
CDK5RAP2	CDK5RAP2	CDK5 regulatory subunit associated protein 2	55755	1.8373928	https://www.ncbi.nlm.nih.gov/gene/?term=55755
CDK6	CDK6	cyclin dependent kinase 6	1021	5.5423965	https://www.ncbi.nlm.nih.gov/gene/?term=1021
CDKL2	CDKL2	cyclin dependent kinase like 2	8999	-0.24790646	https://www.ncbi.nlm.nih.gov/gene/?term=8999
CDKL5	CDKL5	cyclin dependent kinase like 5	6792	0.56514853	https://www.ncbi.nlm.nih.gov/gene/?term=6792
CDKN2B	CDKN2B	cyclin dependent kinase inhibitor 2B	1030	12.629099	https://www.ncbi.nlm.nih.gov/gene/?term=1030
CDKN3	CDKN3	cyclin dependent kinase inhibitor 3	1033	-0.16390187	https://www.ncbi.nlm.nih.gov/gene/?term=1033
CDO1	CDO1	cysteine dioxygenase type 1	1036	-0.97250724	https://www.ncbi.nlm.nih.gov/gene/?term=1036
CDON	CDON	cell adhesion associated, oncogene regulated	50937	1.180514	https://www.ncbi.nlm.nih.gov/gene/?term=50937
CDPF1	CDPF1	cysteine rich DPF motif domain containing 1	150383	-1.0625751	https://www.ncbi.nlm.nih.gov/gene/?term=150383
CDR1	CDR1	cerebellar degeneration related protein 1	1038	-0.34702015	https://www.ncbi.nlm.nih.gov/gene/?term=1038
CDR2	CDR2	cerebellar degeneration related protein 2	1039	2.4390428	https://www.ncbi.nlm.nih.gov/gene/?term=1039
CDYL	CDYL	chromodomain Y like	9425	2.5084028	https://www.ncbi.nlm.nih.gov/gene/?term=9425
CDYL2	CDYL2	chromodomain Y like 2	124359	0.41285962	https://www.ncbi.nlm.nih.gov/gene/?term=124359
CEACAM1	CEACAM1	carcinoembryonic antigen related cell adhesion molecule 1	634	10.016742	https://www.ncbi.nlm.nih.gov/gene/?term=634
CEACAM21	CEACAM21	carcinoembryonic antigen related cell adhesion molecule 21	90273	-0.18458518	https://www.ncbi.nlm.nih.gov/gene/?term=90273
CEACAM5	CEACAM5	carcinoembryonic antigen related cell adhesion molecule 5	1048	0.036525864	https://www.ncbi.nlm.nih.gov/gene/?term=1048
CEACAM6	CEACAM6	carcinoembryonic antigen related cell adhesion molecule 6	4680	-0.14231396	https://www.ncbi.nlm.nih.gov/gene/?term=4680
CELF6	CELF6	CUGBP Elav-like family member 6	60677	0.1470325	https://www.ncbi.nlm.nih.gov/gene/?term=60677
CENPBD1	CENPBD1	CENPB DNA-binding domain containing 1	92806	-0.3266302	https://www.ncbi.nlm.nih.gov/gene/?term=92806
CENPE	CENPE	centromere protein E	1062	0.2901288	https://www.ncbi.nlm.nih.gov/gene/?term=1062
CENPF	CENPF	centromere protein F	1063	-0.5936553	https://www.ncbi.nlm.nih.gov/gene/?term=1063
CENPJ	CENPJ	centromere protein J	55835	0.097060025	https://www.ncbi.nlm.nih.gov/gene/?term=55835
CENPQ	CENPQ	centromere protein Q	55166	-0.05368862	https://www.ncbi.nlm.nih.gov/gene/?term=55166
CEP104	CEP104	centrosomal protein 104	9731	2.1284018	https://www.ncbi.nlm.nih.gov/gene/?term=9731
CEP112	CEP112	centrosomal protein 112	201134	1.966578	https://www.ncbi.nlm.nih.gov/gene/?term=201134
CEP120	CEP120	centrosomal protein 120	153241	1.5299546	https://www.ncbi.nlm.nih.gov/gene/?term=153241
CEP152	CEP152	centrosomal protein 152	22995	-0.06549718	https://www.ncbi.nlm.nih.gov/gene/?term=22995
CEP192	CEP192	centrosomal protein 192	55125	0.9219969	https://www.ncbi.nlm.nih.gov/gene/?term=55125
CEP250	CEP250	centrosomal protein 250	11190	-0.08170645	https://www.ncbi.nlm.nih.gov/gene/?term=11190
CEP41	CEP41	centrosomal protein 41	95681	0.16072358	https://www.ncbi.nlm.nih.gov/gene/?term=95681
CEP68	CEP68	centrosomal protein 68	23177	1.3340497	https://www.ncbi.nlm.nih.gov/gene/?term=23177
CEP72	CEP72	centrosomal protein 72	55722	0.42667294	https://www.ncbi.nlm.nih.gov/gene/?term=55722
CEP76	CEP76	centrosomal protein 76	79959	0.6620863	https://www.ncbi.nlm.nih.gov/gene/?term=79959
CEP85	CEP85	centrosomal protein 85	64793	0.686119	https://www.ncbi.nlm.nih.gov/gene/?term=64793
CEP85L	CEP85L	centrosomal protein 85 like	387119	3.3229735	https://www.ncbi.nlm.nih.gov/gene/?term=387119
CEP89	CEP89	centrosomal protein 89	84902	2.797089	https://www.ncbi.nlm.nih.gov/gene/?term=84902
CEP97	CEP97	centrosomal protein 97	79598	-1.2247655	https://www.ncbi.nlm.nih.gov/gene/?term=79598
CERCAM	CERCAM	cerebral endothelial cell adhesion molecule	51148	-0.03134281	https://www.ncbi.nlm.nih.gov/gene/?term=51148
CERK	CERK	ceramide kinase	64781	3.814728	https://www.ncbi.nlm.nih.gov/gene/?term=64781
CERKL	CERKL	ceramide kinase like	375298	-2.3467011	https://www.ncbi.nlm.nih.gov/gene/?term=375298
CERS4	CERS4	ceramide synthase 4	79603	0.95412207	https://www.ncbi.nlm.nih.gov/gene/?term=79603
CERS5	CERS5	ceramide synthase 5	91012	5.6478667	https://www.ncbi.nlm.nih.gov/gene/?term=91012
CERS6	CERS6	ceramide synthase 6	253782	2.0091915	https://www.ncbi.nlm.nih.gov/gene/?term=253782
CES1	CES1	carboxylesterase 1	1066	7.823478e-4	https://www.ncbi.nlm.nih.gov/gene/?term=1066
CES3	CES3	carboxylesterase 3	23491	-0.057698153	https://www.ncbi.nlm.nih.gov/gene/?term=23491
CES4A	CES4A	carboxylesterase 4A	283848	-0.75921965	https://www.ncbi.nlm.nih.gov/gene/?term=283848
CETN2	CETN2	centrin 2	1069	-1.4349238	https://www.ncbi.nlm.nih.gov/gene/?term=1069
CFB	CFB	complement factor B	629	18.122501	https://www.ncbi.nlm.nih.gov/gene/?term=629
CFD	CFD	complement factor D	1675	1.4994185	https://www.ncbi.nlm.nih.gov/gene/?term=1675
CFH	CFH	complement factor H	3075	6.340538	https://www.ncbi.nlm.nih.gov/gene/?term=3075
CFP	CFP	complement factor properdin	5199	0.70956504	https://www.ncbi.nlm.nih.gov/gene/?term=5199
CFTR	CFTR	cystic fibrosis transmembrane conductance regulator	1080	7.8901734	https://www.ncbi.nlm.nih.gov/gene/?term=1080
CGN	CGN	cingulin	57530	6.1335826	https://www.ncbi.nlm.nih.gov/gene/?term=57530
CGNL1	CGNL1	cingulin like 1	84952	1.5532538	https://www.ncbi.nlm.nih.gov/gene/?term=84952
CH25H	CH25H	cholesterol 25-hydroxylase	9023	-0.21509676	https://www.ncbi.nlm.nih.gov/gene/?term=9023
CHAC1	CHAC1	ChaC glutathione specific gamma-glutamylcyclotransferase 1	79094	1.9884592	https://www.ncbi.nlm.nih.gov/gene/?term=79094
CHADL	CHADL	chondroadherin like	150356	0.38799563	https://www.ncbi.nlm.nih.gov/gene/?term=150356
CHCHD4	CHCHD4	coiled-coil-helix-coiled-coil-helix domain containing 4	131474	1.2421727	https://www.ncbi.nlm.nih.gov/gene/?term=131474
CHD9	CHD9	chromodomain helicase DNA binding protein 9	80205	1.8855071	https://www.ncbi.nlm.nih.gov/gene/?term=80205
CHDH	CHDH	choline dehydrogenase	55349	0.28228086	https://www.ncbi.nlm.nih.gov/gene/?term=55349
CHFR	CHFR	checkpoint with forkhead and ring finger domains	55743	1.7256148	https://www.ncbi.nlm.nih.gov/gene/?term=55743
CHGA	CHGA	chromogranin A	1113	-0.24365245	https://www.ncbi.nlm.nih.gov/gene/?term=1113
CHI3L1	CHI3L1	chitinase 3 like 1	1116	21.626637	https://www.ncbi.nlm.nih.gov/gene/?term=1116
CHI3L2	CHI3L2	chitinase 3 like 2	1117	3.3578613	https://www.ncbi.nlm.nih.gov/gene/?term=1117
CHIC1	CHIC1	cysteine rich hydrophobic domain 1	53344	2.1198447	https://www.ncbi.nlm.nih.gov/gene/?term=53344
CHKA	CHKA	choline kinase alpha	1119	5.777052	https://www.ncbi.nlm.nih.gov/gene/?term=1119
CHML	CHML	CHM like, Rab escort protein 2	1122	0.35904875	https://www.ncbi.nlm.nih.gov/gene/?term=1122
CHN1	CHN1	chimerin 1	1123	-0.25096253	https://www.ncbi.nlm.nih.gov/gene/?term=1123
CHN2	CHN2	chimerin 2	1124	-0.16703126	https://www.ncbi.nlm.nih.gov/gene/?term=1124
CHRDL1	CHRDL1	chordin like 1	91851	0.054959934	https://www.ncbi.nlm.nih.gov/gene/?term=91851
CHRM3	CHRM3	cholinergic receptor muscarinic 3	1131	1.3313115	https://www.ncbi.nlm.nih.gov/gene/?term=1131
CHRNA6	CHRNA6	cholinergic receptor nicotinic alpha 6 subunit	8973	-0.089089856	https://www.ncbi.nlm.nih.gov/gene/?term=8973
CHST1	CHST1	carbohydrate sulfotransferase 1	8534	1.5677762	https://www.ncbi.nlm.nih.gov/gene/?term=8534
CHST10	CHST10	carbohydrate sulfotransferase 10	9486	0.26460472	https://www.ncbi.nlm.nih.gov/gene/?term=9486
CHST11	CHST11	carbohydrate sulfotransferase 11	50515	0.05711139	https://www.ncbi.nlm.nih.gov/gene/?term=50515
CHST12	CHST12	carbohydrate sulfotransferase 12	55501	2.523463	https://www.ncbi.nlm.nih.gov/gene/?term=55501
CHST14	CHST14	carbohydrate sulfotransferase 14	113189	0.9137089	https://www.ncbi.nlm.nih.gov/gene/?term=113189
CHST15	CHST15	carbohydrate sulfotransferase 15	51363	6.981892	https://www.ncbi.nlm.nih.gov/gene/?term=51363
CHST3	CHST3	carbohydrate sulfotransferase 3	9469	2.2825732	https://www.ncbi.nlm.nih.gov/gene/?term=9469
CHST4	CHST4	carbohydrate sulfotransferase 4	10164	0.4351321	https://www.ncbi.nlm.nih.gov/gene/?term=10164
CHST9	CHST9	carbohydrate sulfotransferase 9	83539	-2.6875603	https://www.ncbi.nlm.nih.gov/gene/?term=83539
CHSY1	CHSY1	chondroitin sulfate synthase 1	22856	1.4637239	https://www.ncbi.nlm.nih.gov/gene/?term=22856
CHTF18	CHTF18	chromosome transmission fidelity factor 18	63922	0.47500739	https://www.ncbi.nlm.nih.gov/gene/?term=63922
CHUK	CHUK	conserved helix-loop-helix ubiquitous kinase	1147	2.9630446	https://www.ncbi.nlm.nih.gov/gene/?term=1147
CIDEB	CIDEB	cell death inducing DFFA like effector b	27141	-0.63426405	https://www.ncbi.nlm.nih.gov/gene/?term=27141
CIITA	CIITA	class II major histocompatibility complex transactivator	4261	7.1137667	https://www.ncbi.nlm.nih.gov/gene/?term=4261
CILP	CILP	cartilage intermediate layer protein	8483	2.5640473	https://www.ncbi.nlm.nih.gov/gene/?term=8483
CISH	CISH	cytokine inducible SH2 containing protein	1154	-0.044740517	https://www.ncbi.nlm.nih.gov/gene/?term=1154
CIT	CIT	citron rho-interacting serine/threonine kinase	11113	0.44368902	https://www.ncbi.nlm.nih.gov/gene/?term=11113
CKAP2	CKAP2	cytoskeleton associated protein 2	26586	0.9731918	https://www.ncbi.nlm.nih.gov/gene/?term=26586
CKB	CKB	creatine kinase B	1152	0.9208723	https://www.ncbi.nlm.nih.gov/gene/?term=1152
CKMT2	CKMT2	creatine kinase, mitochondrial 2	1160	2.1916986	https://www.ncbi.nlm.nih.gov/gene/?term=1160
CLASP1	CLASP1	cytoplasmic linker associated protein 1	23332	2.119429	https://www.ncbi.nlm.nih.gov/gene/?term=23332
CLCN4	CLCN4	chloride voltage-gated channel 4	1183	-0.16397521	https://www.ncbi.nlm.nih.gov/gene/?term=1183
CLCN5	CLCN5	chloride voltage-gated channel 5	1184	2.7651596	https://www.ncbi.nlm.nih.gov/gene/?term=1184
CLCN6	CLCN6	chloride voltage-gated channel 6	1185	0.4184094	https://www.ncbi.nlm.nih.gov/gene/?term=1185
CLDN1	CLDN1	claudin 1	9076	9.97958	https://www.ncbi.nlm.nih.gov/gene/?term=9076
CLDN10	CLDN10	claudin 10	9071	8.772026	https://www.ncbi.nlm.nih.gov/gene/?term=9071
CLDN12	CLDN12	claudin 12	9069	4.924097	https://www.ncbi.nlm.nih.gov/gene/?term=9069
CLDN2	CLDN2	claudin 2	9075	0.67893124	https://www.ncbi.nlm.nih.gov/gene/?term=9075
CLDN23	CLDN23	claudin 23	137075	2.7524464	https://www.ncbi.nlm.nih.gov/gene/?term=137075
CLDN5	CLDN5	claudin 5	7122	0.011661872	https://www.ncbi.nlm.nih.gov/gene/?term=7122
CLDN8	CLDN8	claudin 8	9073	0.2652648	https://www.ncbi.nlm.nih.gov/gene/?term=9073
CLDN9	CLDN9	claudin 9	9080	2.8046436	https://www.ncbi.nlm.nih.gov/gene/?term=9080
CLEC10A	CLEC10A	C-type lectin domain containing 10A	10462	-0.015035748	https://www.ncbi.nlm.nih.gov/gene/?term=10462
CLEC12A	CLEC12A	C-type lectin domain family 12 member A	160364	0.5952689	https://www.ncbi.nlm.nih.gov/gene/?term=160364
CLEC14A	CLEC14A	C-type lectin domain containing 14A	161198	-0.1919686	https://www.ncbi.nlm.nih.gov/gene/?term=161198
CLEC16A	CLEC16A	C-type lectin domain containing 16A	23274	6.0406785	https://www.ncbi.nlm.nih.gov/gene/?term=23274
CLEC2B	CLEC2B	C-type lectin domain family 2 member B	9976	3.9891915	https://www.ncbi.nlm.nih.gov/gene/?term=9976
CLEC2D	CLEC2D	C-type lectin domain family 2 member D	29121	0.049972467	https://www.ncbi.nlm.nih.gov/gene/?term=29121
CLEC4A	CLEC4A	C-type lectin domain family 4 member A	50856	-0.030536015	https://www.ncbi.nlm.nih.gov/gene/?term=50856
CLEC4E	CLEC4E	C-type lectin domain family 4 member E	26253	-0.16275279	https://www.ncbi.nlm.nih.gov/gene/?term=26253
